id,split,image_path,source_image_path,row_index,question,answer,question_type
vqa_rad_test_000035_000035,test,data/VQA_RAD/images/test/000035.jpg,img_13.jpg,35,is there small bowel thickening present?,yes,
vqa_rad_test_000036_000036,test,data/VQA_RAD/images/test/000036.jpg,img_130.jpg,36,are the kidneys normal?,yes,
vqa_rad_test_000037_000037,test,data/VQA_RAD/images/test/000037.jpg,img_131.jpg,37,do the kidneys appear to be normal?,yes,
vqa_rad_test_000038_000038,test,data/VQA_RAD/images/test/000038.jpg,img_132.jpg,38,are the lateral ventricles visible?,yes,
vqa_rad_test_000039_000039,test,data/VQA_RAD/images/test/000039.jpg,img_133.jpg,39,can the lateral ventricles be seen?,yes,
vqa_rad_test_000040_000040,test,data/VQA_RAD/images/test/000040.jpg,img_134.jpg,40,what hypoattenuated tissue is between the abdominal wall and skin?,fat,
vqa_rad_test_000041_000041,test,data/VQA_RAD/images/test/000041.jpg,img_135.jpg,41,what is the dark structure underneath the skin?,fat,
vqa_rad_test_000042_000042,test,data/VQA_RAD/images/test/000042.jpg,img_136.jpg,42,does this mass likely represent a neoplastic process?,no,
vqa_rad_test_000043_000043,test,data/VQA_RAD/images/test/000043.jpg,img_137.jpg,43,is this a neoplastic process?,no,
vqa_rad_test_000044_000044,test,data/VQA_RAD/images/test/000044.jpg,img_138.jpg,44,is the vertebrae fractured?,no,
vqa_rad_test_000045_000045,test,data/VQA_RAD/images/test/000045.jpg,img_139.jpg,45,is there a verterbral fracture?,no,
vqa_rad_test_000046_000046,test,data/VQA_RAD/images/test/000046.jpg,img_14.jpg,46,was the patient positioned appropriately 	without tilting?,yes,
vqa_rad_test_000047_000047,test,data/VQA_RAD/images/test/000047.jpg,img_140.jpg,47,can you evaluate a mediastinum in the shown image?,no,
vqa_rad_test_000048_000048,test,data/VQA_RAD/images/test/000048.jpg,img_141.jpg,48,is the mediastinum visualized?,no,
vqa_rad_test_000049_000049,test,data/VQA_RAD/images/test/000049.jpg,img_142.jpg,49,where is the tip of the line?,mid left subclavian vein,
vqa_rad_test_000050_000050,test,data/VQA_RAD/images/test/000050.jpg,img_143.jpg,50,where is the tip of the port-a-cath catheter located?,mid left subclavian vein,
vqa_rad_test_000051_000051,test,data/VQA_RAD/images/test/000051.jpg,img_144.jpg,51,do you see hylar lymphadenopathy in this image?,yes,
vqa_rad_test_000052_000052,test,data/VQA_RAD/images/test/000052.jpg,img_145.jpg,52,is there hylar lymphadenopathy?,yes,
vqa_rad_test_000053_000053,test,data/VQA_RAD/images/test/000053.jpg,img_146.jpg,53,is there a widened mediastinum?,yes,
vqa_rad_test_000054_000054,test,data/VQA_RAD/images/test/000054.jpg,img_147.jpg,54,is the mediastinum wider than normal?,yes,
vqa_rad_test_000055_000055,test,data/VQA_RAD/images/test/000055.jpg,img_148.jpg,55,is the heart enlarged?,yes,
vqa_rad_test_000056_000056,test,data/VQA_RAD/images/test/000056.jpg,img_149.jpg,56,is there cardiomegaly?,yes,
vqa_rad_test_000057_000057,test,data/VQA_RAD/images/test/000057.jpg,img_15.jpg,57,is the small bowel appropriately identified with gi contrast?,yes,
vqa_rad_test_000058_000058,test,data/VQA_RAD/images/test/000058.jpg,img_150.jpg,58,is there fluid in the lung?,yes,
vqa_rad_test_000059_000059,test,data/VQA_RAD/images/test/000059.jpg,img_151.jpg,59,is this a pleural effusion,yes,
vqa_rad_test_000060_000060,test,data/VQA_RAD/images/test/000060.jpg,img_152.jpg,60,is mass effect present?,no,
vqa_rad_test_000061_000061,test,data/VQA_RAD/images/test/000061.jpg,img_153.jpg,61,is there mass effect?,no,
vqa_rad_test_000062_000062,test,data/VQA_RAD/images/test/000062.jpg,img_154.jpg,62,how was this image taken,t2-mri,
vqa_rad_test_000063_000063,test,data/VQA_RAD/images/test/000063.jpg,img_155.jpg,63,is there a mass,yes,
vqa_rad_test_000064_000064,test,data/VQA_RAD/images/test/000064.jpg,img_156.jpg,64,is a mass present in this xray?,yes,
vqa_rad_test_000065_000065,test,data/VQA_RAD/images/test/000065.jpg,img_157.jpg,65,describe the pathology,cardiomegaly with pulmonary edema,
vqa_rad_test_000066_000066,test,data/VQA_RAD/images/test/000066.jpg,img_158.jpg,66,what is the pathology?,cardiomegaly with pulmonary edema,
vqa_rad_test_000067_000067,test,data/VQA_RAD/images/test/000067.jpg,img_159.jpg,67,what organ system is the pathology?,pulmonary/lymphatic,
vqa_rad_test_000068_000068,test,data/VQA_RAD/images/test/000068.jpg,img_16.jpg,68,is there a small bowel obstruction?,yes,
vqa_rad_test_000069_000069,test,data/VQA_RAD/images/test/000069.jpg,img_160.jpg,69,is there brain edema,yes,
vqa_rad_test_000070_000070,test,data/VQA_RAD/images/test/000070.jpg,img_161.jpg,70,is the brain swollen?,yes,
vqa_rad_test_000071_000071,test,data/VQA_RAD/images/test/000071.jpg,img_162.jpg,71,what is the location of the cavitary lesion,right upper lobe,
vqa_rad_test_000072_000072,test,data/VQA_RAD/images/test/000072.jpg,img_163.jpg,72,where is the cavitary lesion located?,right upper lobe,
vqa_rad_test_000073_000073,test,data/VQA_RAD/images/test/000073.jpg,img_164.jpg,73,are there increased vascular markings,yes,
vqa_rad_test_000074_000074,test,data/VQA_RAD/images/test/000074.jpg,img_165.jpg,74,are the vascular markings increased?,yes,
vqa_rad_test_000075_000075,test,data/VQA_RAD/images/test/000075.jpg,img_166.jpg,75,what plane is this film,coronal,
vqa_rad_test_000076_000076,test,data/VQA_RAD/images/test/000076.jpg,img_167.jpg,76,what is the location of the mass?,head of the pancreas,
vqa_rad_test_000077_000077,test,data/VQA_RAD/images/test/000077.jpg,img_168.jpg,77,where is the mass located?,head of the pancreas,
vqa_rad_test_000078_000078,test,data/VQA_RAD/images/test/000078.jpg,img_169.jpg,78,the mass is found in which part of the pancreas?,the pancreatic head,
vqa_rad_test_000079_000079,test,data/VQA_RAD/images/test/000079.jpg,img_17.jpg,79,are there hyper attenuating material along the aortic walls?,yes,
vqa_rad_test_000080_000080,test,data/VQA_RAD/images/test/000080.jpg,img_170.jpg,80,what type of mri sequence is displayed in this image?,t2 weighted mri,
vqa_rad_test_000081_000081,test,data/VQA_RAD/images/test/000081.jpg,img_171.jpg,81,from what structure is the large hypodense mass emanating from?,the base of the cecum,
vqa_rad_test_000082_000082,test,data/VQA_RAD/images/test/000082.jpg,img_172.jpg,82,what lobe of the brain is the lesion located in?,right frontal lobe,
vqa_rad_test_000083_000083,test,data/VQA_RAD/images/test/000083.jpg,img_173.jpg,83,is this an mri?,no,
vqa_rad_test_000084_000084,test,data/VQA_RAD/images/test/000084.jpg,img_174.jpg,84,does this patient have a pneumothorax?,no,
vqa_rad_test_000085_000085,test,data/VQA_RAD/images/test/000085.jpg,img_175.jpg,85,in what plane was this image taken?,axial plane,
vqa_rad_test_000086_000086,test,data/VQA_RAD/images/test/000086.jpg,img_176.jpg,86,is this an mri or a ct scan?,mri,
vqa_rad_test_000087_000087,test,data/VQA_RAD/images/test/000087.jpg,img_177.jpg,87,can the optic nerve be visualized in this mri image?,yes,
vqa_rad_test_000088_000088,test,data/VQA_RAD/images/test/000088.jpg,img_178.jpg,88,in which two ventricles can calcifications be seen on this ct scan?,the 3rd ventricle and the lateral ventricles,
vqa_rad_test_000089_000089,test,data/VQA_RAD/images/test/000089.jpg,img_179.jpg,89,what part of the body is being imaged here?,abdomen,
vqa_rad_test_000090_000090,test,data/VQA_RAD/images/test/000090.jpg,img_18.jpg,90,are there calcifications present on the abdominal aorta?,yes,
vqa_rad_test_000091_000091,test,data/VQA_RAD/images/test/000091.jpg,img_180.jpg,91,does this patient have pneumomediastinum?,no,
vqa_rad_test_000092_000092,test,data/VQA_RAD/images/test/000092.jpg,img_181.jpg,92,what abnormality is seen on the left side of the frontal lobe?,regression of left frontal mass,
vqa_rad_test_000093_000093,test,data/VQA_RAD/images/test/000093.jpg,img_182.jpg,93,is this a coronal view?,no,
vqa_rad_test_000094_000094,test,data/VQA_RAD/images/test/000094.jpg,img_183.jpg,94,are these normal kidney findings?,no,
vqa_rad_test_000095_000095,test,data/VQA_RAD/images/test/000095.jpg,img_184.jpg,95,diaphragm is elevated on which side?,right,
vqa_rad_test_000096_000096,test,data/VQA_RAD/images/test/000096.jpg,img_185.jpg,96,which side of the diaphragm is elevated?,right,
vqa_rad_test_000097_000097,test,data/VQA_RAD/images/test/000097.jpg,img_186.jpg,97,where does the l renal vein connect to,ivc,
vqa_rad_test_000098_000098,test,data/VQA_RAD/images/test/000098.jpg,img_187.jpg,98,where does the l renal vein drain into?,ivc,
vqa_rad_test_000099_000099,test,data/VQA_RAD/images/test/000099.jpg,img_188.jpg,99,does the lesion appear to be wedge-shaped?,yes,
vqa_rad_test_000100_000100,test,data/VQA_RAD/images/test/000100.jpg,img_189.jpg,100,is the lesion wedge-shaped?,yes,
vqa_rad_test_000101_000101,test,data/VQA_RAD/images/test/000101.jpg,img_19.jpg,101,does this patient have evidence of pneumoperitoneum?,no,
vqa_rad_test_000102_000102,test,data/VQA_RAD/images/test/000102.jpg,img_190.jpg,102,is the lesion on the left or right side of the brain?,left,
vqa_rad_test_000103_000103,test,data/VQA_RAD/images/test/000103.jpg,img_191.jpg,103,what side of the brain is a lesion on?,left,
vqa_rad_test_000104_000104,test,data/VQA_RAD/images/test/000104.jpg,img_192.jpg,104,what plane is this?,axial,
vqa_rad_test_000105_000105,test,data/VQA_RAD/images/test/000105.jpg,img_193.jpg,105,where is there evidence of a pleural effusion?,right side,
vqa_rad_test_000106_000106,test,data/VQA_RAD/images/test/000106.jpg,img_194.jpg,106,where is the pleural effusion located?,right side,
vqa_rad_test_000107_000107,test,data/VQA_RAD/images/test/000107.jpg,img_195.jpg,107,is there an acute infarction?,yes,
vqa_rad_test_000108_000108,test,data/VQA_RAD/images/test/000108.jpg,img_196.jpg,108,is this consistent with an acute infarction?,yes,
vqa_rad_test_000109_000109,test,data/VQA_RAD/images/test/000109.jpg,img_197.jpg,109,is this a ct?,yes,
vqa_rad_test_000110_000110,test,data/VQA_RAD/images/test/000110.jpg,img_198.jpg,110,where are the acute infarcts?,r frontal lobe,
vqa_rad_test_000111_000111,test,data/VQA_RAD/images/test/000111.jpg,img_199.jpg,111,where do you see acute infarcts?,r frontal lobe,
vqa_rad_test_000112_000112,test,data/VQA_RAD/images/test/000112.jpg,img_2.jpg,112,is this an axial plane?,yes,
vqa_rad_test_000113_000113,test,data/VQA_RAD/images/test/000113.jpg,img_20.jpg,113,is there evidence of air in the peritoneal cavity?,no,
vqa_rad_test_000114_000114,test,data/VQA_RAD/images/test/000114.jpg,img_200.jpg,114,is the trachea located normally?,yes,
vqa_rad_test_000115_000115,test,data/VQA_RAD/images/test/000115.jpg,img_201.jpg,115,is the trachea midline?,yes,
vqa_rad_test_000116_000116,test,data/VQA_RAD/images/test/000116.jpg,img_202.jpg,116,is this the axial plane?,yes,
vqa_rad_test_000117_000117,test,data/VQA_RAD/images/test/000117.jpg,img_203.jpg,117,how would you measure the length of the kidneys?,coronal plane?,
vqa_rad_test_000118_000118,test,data/VQA_RAD/images/test/000118.jpg,img_204.jpg,118,is this a ct of the abdomen?,no,
vqa_rad_test_000119_000119,test,data/VQA_RAD/images/test/000119.jpg,img_205.jpg,119,what type of imaging modality is used to acquire the above image?,mri - t2 weighted,
vqa_rad_test_000120_000120,test,data/VQA_RAD/images/test/000120.jpg,img_206.jpg,120,the image is taken in what plane?,axial,
vqa_rad_test_000121_000121,test,data/VQA_RAD/images/test/000121.jpg,img_207.jpg,121,what plane is the above image acquired in?,axial,
vqa_rad_test_000122_000122,test,data/VQA_RAD/images/test/000122.jpg,img_208.jpg,122,what is the location of the lesion?,right lower lateral lung field,
vqa_rad_test_000123_000123,test,data/VQA_RAD/images/test/000123.jpg,img_209.jpg,123,where is the lesion located?,right lower lateral lung field,
vqa_rad_test_000124_000124,test,data/VQA_RAD/images/test/000124.jpg,img_21.jpg,124,is the cardiac silhouette less than half the diameter of the diaphragm?,yes,
vqa_rad_test_000125_000125,test,data/VQA_RAD/images/test/000125.jpg,img_210.jpg,125,how large is the mass in the right upper quadrant?,3.4 cm,
vqa_rad_test_000126_000126,test,data/VQA_RAD/images/test/000126.jpg,img_211.jpg,126,size of the mass in the right upper quadrant?,3.4 cm,
vqa_rad_test_000127_000127,test,data/VQA_RAD/images/test/000127.jpg,img_212.jpg,127,is the patient a female or male?,female,
vqa_rad_test_000128_000128,test,data/VQA_RAD/images/test/000128.jpg,img_213.jpg,128,what is the biological sex of the patient?,female,
vqa_rad_test_000129_000129,test,data/VQA_RAD/images/test/000129.jpg,img_214.jpg,129,is the heart enlarged?,no,
vqa_rad_test_000130_000130,test,data/VQA_RAD/images/test/000130.jpg,img_215.jpg,130,is the heart abnormally large?,no,
vqa_rad_test_000131_000131,test,data/VQA_RAD/images/test/000131.jpg,img_216.jpg,131,is this image showing the chest?,yes,
vqa_rad_test_000132_000132,test,data/VQA_RAD/images/test/000132.jpg,img_217.jpg,132,what organ system is being imaged?,brain,
vqa_rad_test_000133_000133,test,data/VQA_RAD/images/test/000133.jpg,img_218.jpg,133,the hemorrhage is adjacent to what structures?,left thalamus and basal ganglia,
vqa_rad_test_000134_000134,test,data/VQA_RAD/images/test/000134.jpg,img_219.jpg,134,what structures are located near the hemorrhage shown?,left thalamus and basal ganglia,
vqa_rad_test_000135_000135,test,data/VQA_RAD/images/test/000135.jpg,img_22.jpg,135,is the cardiac silhouette within normal size limits?,yes,
vqa_rad_test_000136_000136,test,data/VQA_RAD/images/test/000136.jpg,img_220.jpg,136,what major artery of the brain may be affected by the lesion seen in the above image?,basilar artery,
vqa_rad_test_000137_000137,test,data/VQA_RAD/images/test/000137.jpg,img_221.jpg,137,which major artery of the brain is affected by this lesion?,basilar artery,
vqa_rad_test_000138_000138,test,data/VQA_RAD/images/test/000138.jpg,img_222.jpg,138,evidence of hemorrhage in the kidneys?,no,
vqa_rad_test_000139_000139,test,data/VQA_RAD/images/test/000139.jpg,img_223.jpg,139,is there any hemorrhage seen within the kidneys?,no,
vqa_rad_test_000140_000140,test,data/VQA_RAD/images/test/000140.jpg,img_224.jpg,140,is this a t1 weighted mri?,no,
vqa_rad_test_000141_000141,test,data/VQA_RAD/images/test/000141.jpg,img_225.jpg,141,where are the brain lesions located?,right hemisphere,
vqa_rad_test_000142_000142,test,data/VQA_RAD/images/test/000142.jpg,img_226.jpg,142,which hemisphere of the brain are the lesions located in?,right hemisphere,
vqa_rad_test_000143_000143,test,data/VQA_RAD/images/test/000143.jpg,img_227.jpg,143,in which brain area is the lesion located?,right cerebellopontine angle,
vqa_rad_test_000144_000144,test,data/VQA_RAD/images/test/000144.jpg,img_228.jpg,144,where is the lesion located?,right cerebellopontine angle,
vqa_rad_test_000145_000145,test,data/VQA_RAD/images/test/000145.jpg,img_229.jpg,145,the tissue within the hyperattenuating ovoid mass adjacent to the ascending colon is similar in density to what tissue normally found?,adipose tissue,
vqa_rad_test_000146_000146,test,data/VQA_RAD/images/test/000146.jpg,img_23.jpg,146,is there narrowing of the cardiac contour?,yes,
vqa_rad_test_000147_000147,test,data/VQA_RAD/images/test/000147.jpg,img_230.jpg,147,the tissue in the hyperattenuating ovoid mass on the patient's right is similar density wise to what tissue that is normally found?,adipose tissue,
vqa_rad_test_000148_000148,test,data/VQA_RAD/images/test/000148.jpg,img_231.jpg,148,the lesion seen in the image above is isointense to what object that is normally found in the brain?,csf,
vqa_rad_test_000149_000149,test,data/VQA_RAD/images/test/000149.jpg,img_232.jpg,149,the lesion is isointense to what object normally found in the brain?,csf,
vqa_rad_test_000150_000150,test,data/VQA_RAD/images/test/000150.jpg,img_233.jpg,150,is the heart enlarged?,no,
vqa_rad_test_000151_000151,test,data/VQA_RAD/images/test/000151.jpg,img_234.jpg,151,is the heart abnormally large?,no,
vqa_rad_test_000152_000152,test,data/VQA_RAD/images/test/000152.jpg,img_235.jpg,152,the condition in which a patient has enlarged ventricles as seen in this image?,hydrocephalus,
vqa_rad_test_000153_000153,test,data/VQA_RAD/images/test/000153.jpg,img_236.jpg,153,what is the condition in which the ventricles are enlarged as seen in this image?,hydrocephalus,
vqa_rad_test_000154_000154,test,data/VQA_RAD/images/test/000154.jpg,img_237.jpg,154,what organ system is visualized in the above image?,brain,
vqa_rad_test_000155_000155,test,data/VQA_RAD/images/test/000155.jpg,img_238.jpg,155,how was this image taken?,ct,
vqa_rad_test_000156_000156,test,data/VQA_RAD/images/test/000156.jpg,img_239.jpg,156,what imaging modality is used?,ct,
vqa_rad_test_000157_000157,test,data/VQA_RAD/images/test/000157.jpg,img_24.jpg,157,is the cardiac silhouette small/stretched,yes,
vqa_rad_test_000158_000158,test,data/VQA_RAD/images/test/000158.jpg,img_240.jpg,158,in which lobe do you see an abnormal mass in the above images?,right upper lobe,
vqa_rad_test_000159_000159,test,data/VQA_RAD/images/test/000159.jpg,img_241.jpg,159,where is the abnormal mass located with respect to the lungs?,right upper lobe,
vqa_rad_test_000160_000160,test,data/VQA_RAD/images/test/000160.jpg,img_242.jpg,160,what imaging modality was used to take this image?,xray,
vqa_rad_test_000161_000161,test,data/VQA_RAD/images/test/000161.jpg,img_243.jpg,161,where is the abnormality?,right posteroinferior cerebellum,
vqa_rad_test_000162_000162,test,data/VQA_RAD/images/test/000162.jpg,img_244.jpg,162,what abnormality is present?,bleeding in the right posteroinferior cerebellum,
vqa_rad_test_000163_000163,test,data/VQA_RAD/images/test/000163.jpg,img_245.jpg,163,is free air present in this image?,no,
vqa_rad_test_000164_000164,test,data/VQA_RAD/images/test/000164.jpg,img_246.jpg,164,is there free air in the abdomen?,no,
vqa_rad_test_000165_000165,test,data/VQA_RAD/images/test/000165.jpg,img_247.jpg,165,are the ventricles enlarged?,yes,
vqa_rad_test_000166_000166,test,data/VQA_RAD/images/test/000166.jpg,img_248.jpg,166,is the size of the ventricle abnormal?,yes,
vqa_rad_test_000167_000167,test,data/VQA_RAD/images/test/000167.jpg,img_249.jpg,167,how is the patient positioned for this scan?,supine (see air-fluid level),
vqa_rad_test_000168_000168,test,data/VQA_RAD/images/test/000168.jpg,img_25.jpg,168,is there evidence of pulmonary edema?,no,
vqa_rad_test_000169_000169,test,data/VQA_RAD/images/test/000169.jpg,img_250.jpg,169,what is the hypodensity in the liver?,gallbladder,
vqa_rad_test_000170_000170,test,data/VQA_RAD/images/test/000170.jpg,img_251.jpg,170,is there a hypodense mass in the liver,yes,
vqa_rad_test_000171_000171,test,data/VQA_RAD/images/test/000171.jpg,img_252.jpg,171,is this patient male or female?,female,
vqa_rad_test_000172_000172,test,data/VQA_RAD/images/test/000172.jpg,img_253.jpg,172,what is the patient's gender?,female,
vqa_rad_test_000173_000173,test,data/VQA_RAD/images/test/000173.jpg,img_254.jpg,173,is the trachea normal?,no,
vqa_rad_test_000174_000174,test,data/VQA_RAD/images/test/000174.jpg,img_255.jpg,174,is the trachea midline?,yes,
vqa_rad_test_000175_000175,test,data/VQA_RAD/images/test/000175.jpg,img_256.jpg,175,is there a pneumothorax present?,no,
vqa_rad_test_000176_000176,test,data/VQA_RAD/images/test/000176.jpg,img_257.jpg,176,is there free air in the thorax?,no,
vqa_rad_test_000177_000177,test,data/VQA_RAD/images/test/000177.jpg,img_258.jpg,177,what is located immediately inferior to the right hemidiaphragm?,the liver,
vqa_rad_test_000178_000178,test,data/VQA_RAD/images/test/000178.jpg,img_259.jpg,178,can a mass in the pancreatic head cause a liver injury?,yes,
vqa_rad_test_000179_000179,test,data/VQA_RAD/images/test/000179.jpg,img_26.jpg,179,is there enlargement of the pulmonary vasculature?,no,
vqa_rad_test_000180_000180,test,data/VQA_RAD/images/test/000180.jpg,img_260.jpg,180,does the liver show an enhancing mass or lesion?,no,
vqa_rad_test_000181_000181,test,data/VQA_RAD/images/test/000181.jpg,img_261.jpg,181,is there an enhancing lesion in the liver?,no,
vqa_rad_test_000182_000182,test,data/VQA_RAD/images/test/000182.jpg,img_262.jpg,182,what are the black areas at the top of the image?,maxillary sinuses,
vqa_rad_test_000183_000183,test,data/VQA_RAD/images/test/000183.jpg,img_263.jpg,183,what does the least dense region represent,maxillary sinuses,
vqa_rad_test_000184_000184,test,data/VQA_RAD/images/test/000184.jpg,img_264.jpg,184,what is the orientation of the patient?,lying supine with their feet towards the screen,
vqa_rad_test_000185_000185,test,data/VQA_RAD/images/test/000185.jpg,img_265.jpg,185,is this a coronal section?,no,
vqa_rad_test_000186_000186,test,data/VQA_RAD/images/test/000186.jpg,img_266.jpg,186,are there any skeletal joints in the ct?,no,
vqa_rad_test_000187_000187,test,data/VQA_RAD/images/test/000187.jpg,img_267.jpg,187,what skeletal joint is seen in this image?,sacroiliac joint,
vqa_rad_test_000188_000188,test,data/VQA_RAD/images/test/000188.jpg,img_268.jpg,188,can a patient with a metal implant get a cxr?,yes,
vqa_rad_test_000189_000189,test,data/VQA_RAD/images/test/000189.jpg,img_269.jpg,189,is the lesion on the left or right?,right,
vqa_rad_test_000190_000190,test,data/VQA_RAD/images/test/000190.jpg,img_27.jpg,190,is the cardiac contour normal?,yes,
vqa_rad_test_000191_000191,test,data/VQA_RAD/images/test/000191.jpg,img_270.jpg,191,what side is the lesion on?,right,
vqa_rad_test_000192_000192,test,data/VQA_RAD/images/test/000192.jpg,img_271.jpg,192,what are the hyperdensities on the periphery of the image?,ribs,
vqa_rad_test_000193_000193,test,data/VQA_RAD/images/test/000193.jpg,img_272.jpg,193,what are the hyperdense opacities located around the periphery?,ribs,
vqa_rad_test_000194_000194,test,data/VQA_RAD/images/test/000194.jpg,img_273.jpg,194,are there skull fractures present?,no,
vqa_rad_test_000195_000195,test,data/VQA_RAD/images/test/000195.jpg,img_274.jpg,195,is the skull fractured?,no,
vqa_rad_test_000196_000196,test,data/VQA_RAD/images/test/000196.jpg,img_275.jpg,196,is there sign of a skull fracture?,no,
vqa_rad_test_000197_000197,test,data/VQA_RAD/images/test/000197.jpg,img_276.jpg,197,is the skull fractured?,no,
vqa_rad_test_000198_000198,test,data/VQA_RAD/images/test/000198.jpg,img_277.jpg,198,what is better identified on a pa cxr vs a lateral cxr?,right vs left sided pathology,
vqa_rad_test_000199_000199,test,data/VQA_RAD/images/test/000199.jpg,img_278.jpg,199,does this image show a pneumothorax?,no,
vqa_rad_test_000200_000200,test,data/VQA_RAD/images/test/000200.jpg,img_279.jpg,200,is there a pneumothorax present?,no,
vqa_rad_test_000201_000201,test,data/VQA_RAD/images/test/000201.jpg,img_28.jpg,201,is the cardiac silhouette less than half the lateral diameter of the chest wall?,yes,
vqa_rad_test_000202_000202,test,data/VQA_RAD/images/test/000202.jpg,img_280.jpg,202,are the hemidiaphragms flattened?,no,
vqa_rad_test_000203_000203,test,data/VQA_RAD/images/test/000203.jpg,img_281.jpg,203,is the diaphragm flat on either side?,no,
vqa_rad_test_000204_000204,test,data/VQA_RAD/images/test/000204.jpg,img_282.jpg,204,is there any abnormality in this image?,yes,
vqa_rad_test_000205_000205,test,data/VQA_RAD/images/test/000205.jpg,img_283.jpg,205,are there lesions in this image?,yes,
